"","Tube","Date","Plastic","Nitrogen","CO2Flux","CO2Flux_plastic","Day","daily_CO2","daily_CO2_plastic","day","daily_CO2_native","priming","priming_relative","cumulative_CO2","cumulative_CO2_plastic","cumulative_CO2_native","cumulative_priming","cumulative_priming_relative","initial_plastic_c","prop_plas_c_resp","Rep"
"32",121,"2023-04-06","NONE","N0",0.282497513778492,0,32,6.77994033068381,0,32,6.77994033068381,NA,NA,236.204031779609,0,236.204031779609,NA,NA,0,NA,"1"
"33",121,"2023-04-07","NONE","N0",NA,NA,NA,6.69684768263232,0,33,6.69684768263232,NA,NA,242.900879462241,0,242.900879462241,NA,NA,0,NA,"1"
"34",121,"2023-04-08","NONE","N0",NA,NA,NA,6.61375503458082,0,34,6.61375503458082,NA,NA,249.514634496822,0,249.514634496822,NA,NA,0,NA,"1"
"35",121,"2023-04-09","NONE","N0",0.272110932772055,0,35,6.53066238652932,0,35,6.53066238652932,NA,NA,256.045296883351,0,256.045296883351,NA,NA,0,NA,"1"
"36",121,"2023-04-10","NONE","N0",NA,NA,NA,6.52454337953742,0,36,6.52454337953742,NA,NA,262.569840262889,0,262.569840262889,NA,NA,0,NA,"1"
"37",121,"2023-04-11","NONE","N0",NA,NA,NA,6.51842437254552,0,37,6.51842437254552,NA,NA,269.088264635434,0,269.088264635434,NA,NA,0,NA,"1"
"38",121,"2023-04-12","NONE","N0",0.271346056898068,0,38,6.51230536555362,0,38,6.51230536555362,NA,NA,275.600570000988,0,275.600570000988,NA,NA,0,NA,"1"
"39",121,"2023-04-13","NONE","N0",NA,NA,NA,6.67825272041407,0,39,6.67825272041407,NA,NA,282.278822721402,0,282.278822721402,NA,NA,0,NA,"1"
"40",121,"2023-04-14","NONE","N0",NA,NA,NA,6.84420007527451,0,40,6.84420007527451,NA,NA,289.123022796676,0,289.123022796676,NA,NA,0,NA,"1"
"41",121,"2023-04-15","NONE","N0",0.292089476255623,0,41,7.01014743013495,0,41,7.01014743013495,NA,NA,296.133170226811,0,296.133170226811,NA,NA,0,NA,"1"
"42",121,"2023-04-16","NONE","N0",NA,NA,NA,6.87162822917036,0,42,6.87162822917036,NA,NA,303.004798455982,0,303.004798455982,NA,NA,0,NA,"1"
"43",121,"2023-04-17","NONE","N0",NA,NA,NA,6.73310902820577,0,43,6.73310902820577,NA,NA,309.737907484187,0,309.737907484187,NA,NA,0,NA,"1"
"44",121,"2023-04-18","NONE","N0",0.274774576135049,0,44,6.59458982724118,0,44,6.59458982724118,NA,NA,316.332497311429,0,316.332497311429,NA,NA,0,NA,"1"
"45",121,"2023-04-19","NONE","N0",NA,NA,NA,6.59760951184974,0,45,6.59760951184974,NA,NA,322.930106823278,0,322.930106823278,NA,NA,0,NA,"1"
"46",121,"2023-04-20","NONE","N0",NA,NA,NA,6.6006291964583,0,46,6.6006291964583,NA,NA,329.530736019737,0,329.530736019737,NA,NA,0,NA,"1"
"47",121,"2023-04-21","NONE","N0",NA,NA,NA,6.60364888106687,0,47,6.60364888106687,NA,NA,336.134384900804,0,336.134384900804,NA,NA,0,NA,"1"
"48",121,"2023-04-22","NONE","N0",0.275277856903143,0,48,6.60666856567543,0,48,6.60666856567543,NA,NA,342.741053466479,0,342.741053466479,NA,NA,0,NA,"1"
"49",121,"2023-04-23","NONE","N0",NA,NA,NA,6.51594329913795,0,49,6.51594329913795,NA,NA,349.256996765617,0,349.256996765617,NA,NA,0,NA,"1"
"50",121,"2023-04-24","NONE","N0",NA,NA,NA,6.42521803260048,0,50,6.42521803260048,NA,NA,355.682214798217,0,355.682214798217,NA,NA,0,NA,"1"
"51",121,"2023-04-25","NONE","N0",NA,NA,NA,6.334492766063,0,51,6.334492766063,NA,NA,362.01670756428,0,362.01670756428,NA,NA,0,NA,"1"
"52",121,"2023-04-26","NONE","N0",NA,NA,NA,6.24376749952553,0,52,6.24376749952553,NA,NA,368.260475063806,0,368.260475063806,NA,NA,0,NA,"1"
"53",121,"2023-04-27","NONE","N0",0.256376759707836,0,53,6.15304223298805,0,53,6.15304223298805,NA,NA,374.413517296794,0,374.413517296794,NA,NA,0,NA,"1"
"54",121,"2023-04-28","NONE","N0",NA,NA,NA,6.11176345480994,0,54,6.11176345480994,NA,NA,380.525280751604,0,380.525280751604,NA,NA,0,NA,"1"
"55",121,"2023-04-29","NONE","N0",NA,NA,NA,6.07048467663183,0,55,6.07048467663183,NA,NA,386.595765428236,0,386.595765428236,NA,NA,0,NA,"1"
"56",121,"2023-04-30","NONE","N0",NA,NA,NA,6.02920589845371,0,56,6.02920589845371,NA,NA,392.62497132669,0,392.62497132669,NA,NA,0,NA,"1"
"57",121,"2023-05-01","NONE","N0",NA,NA,NA,5.9879271202756,0,57,5.9879271202756,NA,NA,398.612898446965,0,398.612898446965,NA,NA,0,NA,"1"
"58",121,"2023-05-02","NONE","N0",NA,NA,NA,5.94664834209749,0,58,5.94664834209749,NA,NA,404.559546789063,0,404.559546789063,NA,NA,0,NA,"1"
"59",121,"2023-05-03","NONE","N0",NA,NA,NA,5.90536956391938,0,59,5.90536956391938,NA,NA,410.464916352982,0,410.464916352982,NA,NA,0,NA,"1"
"60",121,"2023-05-04","NONE","N0",NA,NA,NA,5.86409078574126,0,60,5.86409078574126,NA,NA,416.329007138723,0,416.329007138723,NA,NA,0,NA,"1"
"61",121,"2023-05-05","NONE","N0",NA,NA,NA,5.82281200756315,0,61,5.82281200756315,NA,NA,422.151819146286,0,422.151819146286,NA,NA,0,NA,"1"
"62",121,"2023-05-06","NONE","N0",NA,NA,NA,5.78153322938504,0,62,5.78153322938504,NA,NA,427.933352375671,0,427.933352375671,NA,NA,0,NA,"1"
"63",121,"2023-05-07","NONE","N0",NA,NA,NA,5.74025445120692,0,63,5.74025445120692,NA,NA,433.673606826878,0,433.673606826878,NA,NA,0,NA,"1"
"64",121,"2023-05-08","NONE","N0",NA,NA,NA,5.69897567302881,0,64,5.69897567302881,NA,NA,439.372582499907,0,439.372582499907,NA,NA,0,NA,"1"
"65",121,"2023-05-09","NONE","N0",NA,NA,NA,5.6576968948507,0,65,5.6576968948507,NA,NA,445.030279394758,0,445.030279394758,NA,NA,0,NA,"1"
"66",121,"2023-05-10","NONE","N0",NA,NA,NA,5.61641811667259,0,66,5.61641811667259,NA,NA,450.64669751143,0,450.64669751143,NA,NA,0,NA,"1"
"67",121,"2023-05-11","NONE","N0",0.23229747243727,0,67,5.57513933849447,0,67,5.57513933849447,NA,NA,456.221836849925,0,456.221836849925,NA,NA,0,NA,"1"
"68",121,"2023-05-12","NONE","N0",NA,NA,NA,5.53646616894408,0,68,5.53646616894408,NA,NA,461.758303018869,0,461.758303018869,NA,NA,0,NA,"1"
"69",121,"2023-05-13","NONE","N0",NA,NA,NA,5.49779299939368,0,69,5.49779299939368,NA,NA,467.256096018263,0,467.256096018263,NA,NA,0,NA,"1"
"70",121,"2023-05-14","NONE","N0",NA,NA,NA,5.45911982984329,0,70,5.45911982984329,NA,NA,472.715215848106,0,472.715215848106,NA,NA,0,NA,"1"
"71",121,"2023-05-15","NONE","N0",NA,NA,NA,5.42044666029289,0,71,5.42044666029289,NA,NA,478.135662508399,0,478.135662508399,NA,NA,0,NA,"1"
"72",121,"2023-05-16","NONE","N0",NA,NA,NA,5.3817734907425,0,72,5.3817734907425,NA,NA,483.517435999141,0,483.517435999141,NA,NA,0,NA,"1"
"73",121,"2023-05-17","NONE","N0",NA,NA,NA,5.3431003211921,0,73,5.3431003211921,NA,NA,488.860536320333,0,488.860536320333,NA,NA,0,NA,"1"
"74",121,"2023-05-18","NONE","N0",NA,NA,NA,5.30442715164171,0,74,5.30442715164171,NA,NA,494.164963471975,0,494.164963471975,NA,NA,0,NA,"1"
"75",121,"2023-05-19","NONE","N0",NA,NA,NA,5.26575398209131,0,75,5.26575398209131,NA,NA,499.430717454066,0,499.430717454066,NA,NA,0,NA,"1"
"76",121,"2023-05-20","NONE","N0",NA,NA,NA,5.22708081254091,0,76,5.22708081254091,NA,NA,504.657798266607,0,504.657798266607,NA,NA,0,NA,"1"
"77",121,"2023-05-21","NONE","N0",NA,NA,NA,5.18840764299052,0,77,5.18840764299052,NA,NA,509.846205909598,0,509.846205909598,NA,NA,0,NA,"1"
"78",121,"2023-05-22","NONE","N0",NA,NA,NA,5.14973447344012,0,78,5.14973447344012,NA,NA,514.995940383038,0,514.995940383038,NA,NA,0,NA,"1"
"79",121,"2023-05-23","NONE","N0",NA,NA,NA,5.11106130388973,0,79,5.11106130388973,NA,NA,520.107001686928,0,520.107001686928,NA,NA,0,NA,"1"
"80",121,"2023-05-24","NONE","N0",NA,NA,NA,5.07238813433933,0,80,5.07238813433933,NA,NA,525.179389821267,0,525.179389821267,NA,NA,0,NA,"1"
"81",121,"2023-05-25","NONE","N0",0.209738123532872,0,81,5.03371496478894,0,81,5.03371496478894,NA,NA,530.213104786056,0,530.213104786056,NA,NA,0,NA,"1"
"82",121,"2023-05-26","NONE","N0",NA,NA,NA,4.91659740924565,0,81,4.91659740924565,NA,NA,535.129702195302,0,535.129702195302,NA,NA,0,NA,"1"
"83",121,"2023-05-27","NONE","N0",NA,NA,NA,4.79947985370236,0,82,4.79947985370236,NA,NA,539.929182049004,0,539.929182049004,NA,NA,0,NA,"1"
"84",121,"2023-05-28","NONE","N0",NA,NA,NA,4.68236229815907,0,83,4.68236229815907,NA,NA,544.611544347163,0,544.611544347163,NA,NA,0,NA,"1"
"85",121,"2023-05-29","NONE","N0",NA,NA,NA,4.56524474261578,0,84,4.56524474261578,NA,NA,549.176789089779,0,549.176789089779,NA,NA,0,NA,"1"
"86",121,"2023-05-30","NONE","N0",NA,NA,NA,4.4481271870725,0,85,4.4481271870725,NA,NA,553.624916276851,0,553.624916276851,NA,NA,0,NA,"1"
"87",121,"2023-05-31","NONE","N0",NA,NA,NA,4.33100963152921,0,86,4.33100963152921,NA,NA,557.955925908381,0,557.955925908381,NA,NA,0,NA,"1"
"88",121,"2023-06-01","NONE","N0",NA,NA,NA,4.21389207598592,0,87,4.21389207598592,NA,NA,562.169817984367,0,562.169817984367,NA,NA,0,NA,"1"
"89",121,"2023-06-02","NONE","N0",NA,NA,NA,4.09677452044263,0,88,4.09677452044263,NA,NA,566.266592504809,0,566.266592504809,NA,NA,0,NA,"1"
"90",121,"2023-06-03","NONE","N0",NA,NA,NA,3.97965696489934,0,89,3.97965696489934,NA,NA,570.246249469709,0,570.246249469709,NA,NA,0,NA,"1"
"91",121,"2023-06-04","NONE","N0",NA,NA,NA,3.86253940935605,0,90,3.86253940935605,NA,NA,574.108788879065,0,574.108788879065,NA,NA,0,NA,"1"
"92",121,"2023-06-05","NONE","N0",NA,NA,NA,3.74542185381277,0,91,3.74542185381277,NA,NA,577.854210732877,0,577.854210732877,NA,NA,0,NA,"1"
"93",121,"2023-06-06","NONE","N0",NA,NA,NA,3.62830429826948,0,92,3.62830429826948,NA,NA,581.482515031147,0,581.482515031147,NA,NA,0,NA,"1"
"94",121,"2023-06-07","NONE","N0",NA,NA,NA,3.51118674272619,0,93,3.51118674272619,NA,NA,584.993701773873,0,584.993701773873,NA,NA,0,NA,"1"
"95",121,"2023-06-08","NONE","N0",0.141419549465954,0,94,3.3940691871829,0,94,3.3940691871829,NA,NA,588.387770961056,0,588.387770961056,NA,NA,0,NA,"1"
"96",121,"2023-06-09","NONE","N0",NA,NA,NA,3.34060272347441,0,95,3.34060272347441,NA,NA,591.72837368453,0,591.72837368453,NA,NA,0,NA,"1"
"97",121,"2023-06-10","NONE","N0",NA,NA,NA,3.28713625976593,0,96,3.28713625976593,NA,NA,595.015509944296,0,595.015509944296,NA,NA,0,NA,"1"
"98",121,"2023-06-11","NONE","N0",NA,NA,NA,3.23366979605744,0,97,3.23366979605744,NA,NA,598.249179740354,0,598.249179740354,NA,NA,0,NA,"1"
"99",121,"2023-06-12","NONE","N0",NA,NA,NA,3.18020333234895,0,98,3.18020333234895,NA,NA,601.429383072703,0,601.429383072703,NA,NA,0,NA,"1"
"100",121,"2023-06-13","NONE","N0",NA,NA,NA,3.12673686864046,0,99,3.12673686864046,NA,NA,604.556119941343,0,604.556119941343,NA,NA,0,NA,"1"
"101",121,"2023-06-14","NONE","N0",NA,NA,NA,3.07327040493198,0,100,3.07327040493198,NA,NA,607.629390346275,0,607.629390346275,NA,NA,0,NA,"1"
"102",121,"2023-06-15","NONE","N0",NA,NA,NA,3.01980394122349,0,101,3.01980394122349,NA,NA,610.649194287499,0,610.649194287499,NA,NA,0,NA,"1"
"103",121,"2023-06-16","NONE","N0",NA,NA,NA,2.966337477515,0,102,2.966337477515,NA,NA,613.615531765014,0,613.615531765014,NA,NA,0,NA,"1"
"104",121,"2023-06-17","NONE","N0",NA,NA,NA,2.91287101380651,0,103,2.91287101380651,NA,NA,616.52840277882,0,616.52840277882,NA,NA,0,NA,"1"
"105",121,"2023-06-18","NONE","N0",NA,NA,NA,2.85940455009802,0,104,2.85940455009802,NA,NA,619.387807328918,0,619.387807328918,NA,NA,0,NA,"1"
"106",121,"2023-06-19","NONE","N0",NA,NA,NA,2.80593808638954,0,105,2.80593808638954,NA,NA,622.193745415308,0,622.193745415308,NA,NA,0,NA,"1"
"107",121,"2023-06-20","NONE","N0",NA,NA,NA,2.75247162268105,0,106,2.75247162268105,NA,NA,624.946217037989,0,624.946217037989,NA,NA,0,NA,"1"
"108",121,"2023-06-21","NONE","N0",NA,NA,NA,2.69900515897256,0,107,2.69900515897256,NA,NA,627.645222196961,0,627.645222196961,NA,NA,0,NA,"1"
"109",121,"2023-06-22","NONE","N0",NA,NA,NA,2.64553869526407,0,108,2.64553869526407,NA,NA,630.290760892225,0,630.290760892225,NA,NA,0,NA,"1"
"110",121,"2023-06-23","NONE","N0",0.108003009648149,0,110,2.59207223155559,0,110,2.59207223155559,NA,NA,632.882833123781,0,632.882833123781,NA,NA,0,NA,"1"
"111",121,"2023-06-24","NONE","N0",NA,NA,NA,2.65926881445208,0,111,2.65926881445208,NA,NA,635.542101938233,0,635.542101938233,NA,NA,0,NA,"1"
"112",121,"2023-06-25","NONE","N0",NA,NA,NA,2.72646539734858,0,112,2.72646539734858,NA,NA,638.268567335582,0,638.268567335582,NA,NA,0,NA,"1"
"113",121,"2023-06-26","NONE","N0",NA,NA,NA,2.79366198024508,0,113,2.79366198024508,NA,NA,641.062229315827,0,641.062229315827,NA,NA,0,NA,"1"
"114",121,"2023-06-27","NONE","N0",NA,NA,NA,2.86085856314158,0,114,2.86085856314158,NA,NA,643.923087878968,0,643.923087878968,NA,NA,0,NA,"1"
"115",121,"2023-06-28","NONE","N0",NA,NA,NA,2.92805514603808,0,115,2.92805514603808,NA,NA,646.851143025006,0,646.851143025006,NA,NA,0,NA,"1"
"116",121,"2023-06-29","NONE","N0",NA,NA,NA,2.99525172893458,0,116,2.99525172893458,NA,NA,649.846394753941,0,649.846394753941,NA,NA,0,NA,"1"
"117",121,"2023-06-30","NONE","N0",NA,NA,NA,3.06244831183108,0,117,3.06244831183108,NA,NA,652.908843065772,0,652.908843065772,NA,NA,0,NA,"1"
"118",121,"2023-07-01","NONE","N0",NA,NA,NA,3.12964489472758,0,118,3.12964489472758,NA,NA,656.0384879605,0,656.0384879605,NA,NA,0,NA,"1"
"119",121,"2023-07-02","NONE","N0",NA,NA,NA,3.19684147762408,0,119,3.19684147762408,NA,NA,659.235329438124,0,659.235329438124,NA,NA,0,NA,"1"
"120",121,"2023-07-03","NONE","N0",NA,NA,NA,3.26403806052057,0,120,3.26403806052057,NA,NA,662.499367498644,0,662.499367498644,NA,NA,0,NA,"1"
"121",121,"2023-07-04","NONE","N0",NA,NA,NA,3.33123464341707,0,121,3.33123464341707,NA,NA,665.830602142061,0,665.830602142061,NA,NA,0,NA,"1"
"122",121,"2023-07-05","NONE","N0",NA,NA,NA,3.39843122631357,0,122,3.39843122631357,NA,NA,669.229033368375,0,669.229033368375,NA,NA,0,NA,"1"
"123",121,"2023-07-06","NONE","N0",0.144401158717086,0,123,3.46562780921007,0,123,3.46562780921007,NA,NA,672.694661177585,0,672.694661177585,NA,NA,0,NA,"1"
"124",121,"2023-07-07","NONE","N0",NA,NA,NA,3.41756317635927,0,124,3.41756317635927,NA,NA,676.112224353944,0,676.112224353944,NA,NA,0,NA,"1"
"125",121,"2023-07-08","NONE","N0",NA,NA,NA,3.36949854350846,0,125,3.36949854350846,NA,NA,679.481722897453,0,679.481722897453,NA,NA,0,NA,"1"
"126",121,"2023-07-09","NONE","N0",NA,NA,NA,3.32143391065765,0,126,3.32143391065765,NA,NA,682.80315680811,0,682.80315680811,NA,NA,0,NA,"1"
"127",121,"2023-07-10","NONE","N0",NA,NA,NA,3.27336927780685,0,127,3.27336927780685,NA,NA,686.076526085917,0,686.076526085917,NA,NA,0,NA,"1"
"128",121,"2023-07-11","NONE","N0",NA,NA,NA,3.22530464495604,0,128,3.22530464495604,NA,NA,689.301830730873,0,689.301830730873,NA,NA,0,NA,"1"
"129",121,"2023-07-12","NONE","N0",NA,NA,NA,3.17724001210524,0,129,3.17724001210524,NA,NA,692.479070742979,0,692.479070742979,NA,NA,0,NA,"1"
"130",121,"2023-07-13","NONE","N0",NA,NA,NA,3.12917537925443,0,130,3.12917537925443,NA,NA,695.608246122233,0,695.608246122233,NA,NA,0,NA,"1"
"131",121,"2023-07-14","NONE","N0",NA,NA,NA,3.08111074640363,0,131,3.08111074640363,NA,NA,698.689356868637,0,698.689356868637,NA,NA,0,NA,"1"
"132",121,"2023-07-15","NONE","N0",NA,NA,NA,3.03304611355282,0,132,3.03304611355282,NA,NA,701.72240298219,0,701.72240298219,NA,NA,0,NA,"1"
"133",121,"2023-07-16","NONE","N0",NA,NA,NA,2.98498148070202,0,133,2.98498148070202,NA,NA,704.707384462891,0,704.707384462891,NA,NA,0,NA,"1"
"134",121,"2023-07-17","NONE","N0",NA,NA,NA,2.93691684785121,0,134,2.93691684785121,NA,NA,707.644301310743,0,707.644301310743,NA,NA,0,NA,"1"
"135",121,"2023-07-18","NONE","N0",NA,NA,NA,2.88885221500041,0,135,2.88885221500041,NA,NA,710.533153525743,0,710.533153525743,NA,NA,0,NA,"1"
"136",121,"2023-07-19","NONE","N0",NA,NA,NA,2.8407875821496,0,136,2.8407875821496,NA,NA,713.373941107893,0,713.373941107893,NA,NA,0,NA,"1"
"137",121,"2023-07-20","NONE","N0",0.116363456220783,0,138,2.7927229492988,0,138,2.7927229492988,NA,NA,716.166664057191,0,716.166664057191,NA,NA,0,NA,"1"
"138",121,"2023-07-21","NONE","N0",NA,NA,NA,2.77967170513189,0,138,2.77967170513189,NA,NA,718.946335762323,0,718.946335762323,NA,NA,0,NA,"1"
"139",121,"2023-07-22","NONE","N0",NA,NA,NA,2.76662046096499,0,139,2.76662046096499,NA,NA,721.712956223288,0,721.712956223288,NA,NA,0,NA,"1"
"140",121,"2023-07-23","NONE","N0",NA,NA,NA,2.75356921679808,0,140,2.75356921679808,NA,NA,724.466525440086,0,724.466525440086,NA,NA,0,NA,"1"
"141",121,"2023-07-24","NONE","N0",NA,NA,NA,2.74051797263117,0,141,2.74051797263117,NA,NA,727.207043412718,0,727.207043412718,NA,NA,0,NA,"1"
"142",121,"2023-07-25","NONE","N0",NA,NA,NA,2.72746672846427,0,142,2.72746672846427,NA,NA,729.934510141182,0,729.934510141182,NA,NA,0,NA,"1"
"143",121,"2023-07-26","NONE","N0",NA,NA,NA,2.71441548429736,0,143,2.71441548429736,NA,NA,732.648925625479,0,732.648925625479,NA,NA,0,NA,"1"
"144",121,"2023-07-27","NONE","N0",NA,NA,NA,2.70136424013046,0,144,2.70136424013046,NA,NA,735.35028986561,0,735.35028986561,NA,NA,0,NA,"1"
"145",121,"2023-07-28","NONE","N0",NA,NA,NA,2.68831299596355,0,145,2.68831299596355,NA,NA,738.038602861573,0,738.038602861573,NA,NA,0,NA,"1"
"146",121,"2023-07-29","NONE","N0",NA,NA,NA,2.67526175179665,0,146,2.67526175179665,NA,NA,740.71386461337,0,740.71386461337,NA,NA,0,NA,"1"
"147",121,"2023-07-30","NONE","N0",NA,NA,NA,2.66221050762974,0,147,2.66221050762974,NA,NA,743.376075121,0,743.376075121,NA,NA,0,NA,"1"
"148",121,"2023-07-31","NONE","N0",NA,NA,NA,2.64915926346284,0,148,2.64915926346284,NA,NA,746.025234384462,0,746.025234384462,NA,NA,0,NA,"1"
"149",121,"2023-08-01","NONE","N0",NA,NA,NA,2.63610801929593,0,149,2.63610801929593,NA,NA,748.661342403758,0,748.661342403758,NA,NA,0,NA,"1"
"150",121,"2023-08-02","NONE","N0",NA,NA,NA,2.62305677512903,0,150,2.62305677512903,NA,NA,751.284399178887,0,751.284399178887,NA,NA,0,NA,"1"
"151",121,"2023-08-03","NONE","N0",NA,NA,NA,2.61000553096212,0,151,2.61000553096212,NA,NA,753.894404709849,0,753.894404709849,NA,NA,0,NA,"1"
"152",121,"2023-08-04","NONE","N0",0.108206428616467,0,152,2.59695428679522,0,152,2.59695428679522,NA,NA,756.491358996645,0,756.491358996645,NA,NA,0,NA,"1"
"153",121,"2023-08-05","NONE","N0",NA,NA,NA,2.62628044880769,0,153,2.62628044880769,NA,NA,759.117639445452,0,759.117639445452,NA,NA,0,NA,"1"
"154",121,"2023-08-06","NONE","N0",NA,NA,NA,2.65560661082017,0,154,2.65560661082017,NA,NA,761.773246056273,0,761.773246056273,NA,NA,0,NA,"1"
"155",121,"2023-08-07","NONE","N0",NA,NA,NA,2.68493277283264,0,155,2.68493277283264,NA,NA,764.458178829105,0,764.458178829105,NA,NA,0,NA,"1"
"156",121,"2023-08-08","NONE","N0",NA,NA,NA,2.71425893484512,0,156,2.71425893484512,NA,NA,767.17243776395,0,767.17243776395,NA,NA,0,NA,"1"
"157",121,"2023-08-09","NONE","N0",NA,NA,NA,2.74358509685759,0,157,2.74358509685759,NA,NA,769.916022860808,0,769.916022860808,NA,NA,0,NA,"1"
"158",121,"2023-08-10","NONE","N0",NA,NA,NA,2.77291125887007,0,158,2.77291125887007,NA,NA,772.688934119678,0,772.688934119678,NA,NA,0,NA,"1"
