"","Date","Plastic","Nitrogen","mean_CO2","sd_CO2","mean_CO2_plastic","sd_CO2_plastic","mean_CO2_plastic_prop","sd_CO2_plastic_prop","mean_CO2_native","sd_CO2_native","mean_priming","se_priming","mean_priming_relative","se_priming_relative"
"1",2023-03-06,"NONE","N0",9.53475727459297,0.689072606433317,0,0,NA,NA,9.53475727459297,0.689072606433317,NA,NA,NA,NA
"2",2023-03-06,"NONE","N1",11.3959302123281,0.716657381734882,0,0,NA,NA,11.3959302123281,0.716657381734882,NA,NA,NA,NA
"3",2023-03-06,"LDPE","N0",10.4084591315237,0.647347820070777,0.560501419006718,0.485721391266011,3.25354620550238e-05,2.81947009569645e-05,9.84795771251697,0.833559538633178,0.313200437923995,0.416779769316587,0.0328482864224107,0.0437116286564703
"4",2023-03-06,"LDPE","N1",10.6607694044837,0.627519049662224,0.223307151889176,0.254683587571634,1.29623246624085e-05,1.47836346501291e-05,10.4374622525945,0.583042338732763,-0.958467959733642,0.291521169366387,-0.0841061626278448,0.0255811648487473
"5",2023-03-06,"PBS","N0",30.4293993465237,1.10359642184203,11.8179316305066,0.529186331068555,0.00105643012191656,4.73050951491509e-05,18.6114677160171,1.43218054786972,9.07671044142415,0.716090273934874,0.951960304811389,0.0751031466572306
"6",2023-03-06,"PBS","N1",27.3120160313177,1.1595928457974,9.59815562801913,0.981366538818401,0.000857999609179303,8.77264486428856e-05,17.7138604032985,0.7043703116214,6.31793019097037,0.35218515581071,0.554402323746736,0.0309044675817437
"7",2023-03-06,"PLA","N0",11.2196091187801,0.57685403245231,0,0,0,0,11.2196091187801,0.57685403245231,1.68485184418708,0.288427016226166,0.176706317283677,0.0302500638369399
"8",2023-03-06,"PLA","N1",12.3514684671648,1.0447134642748,0,0,0,0,12.3514684671648,1.0447134642748,0.955538254836593,0.522356732137412,0.0838490791917002,0.0458371297827293
"9",2023-03-06,"PLA/PHA","N0",85.0910488605488,1.7032955313138,55.9441825435878,1.7742443611553,0.00592708582474921,0.000187974837141486,29.146866316961,0.788267100759877,19.612109042368,0.394133550379948,2.05690700639312,0.0413365059045784
"10",2023-03-06,"PLA/PHA","N1",73.9433593437445,6.75966437843933,47.6040779807011,6.39061783565157,0.0050434816091885,0.00067706307721215,26.3392813630433,0.861949406442803,14.9433511507152,0.430974703221387,1.31128840492103,0.0378182996202586
"11",2023-03-07,"NONE","N0",19.1266495777604,0.930629068525879,0,0,NA,NA,19.1266495777604,0.930629068525879,NA,NA,NA,NA
"12",2023-03-07,"NONE","N1",20.4532666758255,0.979938130256867,0,0,NA,NA,20.4532666758255,0.979938130256867,NA,NA,NA,NA
"13",2023-03-07,"LDPE","N0",19.8241212592973,0.892572056815374,0.58099949964292,0.518864762225252,3.37253154650683e-05,3.01185763507697e-05,19.2431217596544,0.930621450324876,0.116472181893963,0.465310725162424,0.0123384381242739,0.0487599353142359
"14",2023-03-07,"LDPE","N1",20.2614810261643,1.42737543420564,0.223307151889176,0.254683587571634,1.29623246624085e-05,1.47836346501291e-05,20.0381738742751,1.47871068607555,-0.415092801550397,0.739355343037778,-0.0241133424015956,0.0755238812367372
"15",2023-03-07,"PBS","N0",48.0103257579526,0.979139662076521,17.108141448923,0.540779362437216,0.00152933326420646,4.83414209568447e-05,30.9021843090296,1.47185703918316,11.7755347312692,0.735928519591588,1.23332546244081,0.077169633438854
"16",2023-03-07,"PBS","N1",45.5117694462374,2.28082164449698,15.078493052427,0.850579091326204,0.00134789866380456,7.60350796775555e-05,30.4332763938104,2.70317608341141,9.98000971798494,1.35158804170569,0.958724228069648,0.14322721945753
"17",2023-03-07,"PLA","N0",20.6791820394928,0.856642103119323,0.02763442416652,0.05526884833304,2.7610678982595e-06,5.522135796519e-06,20.6515476153263,0.838127788724835,1.52489803756586,0.419063894362432,0.16003037873416,0.0438331957044681
"18",2023-03-07,"PLA","N1",22.7722460405697,1.72062027229158,0.0118726742059849,0.0237453484119697,1.18624724796524e-06,2.37249449593048e-06,22.7603733663637,1.72449391705914,2.30710669053828,0.862246958529575,0.233072688268027,0.0834866404820962
"19",2023-03-07,"PLA/PHA","N0",134.29478577116,3.62033877364963,81.318778601572,2.53979389054113,0.00861543341990507,0.000269082068625853,52.976007169588,1.66497809989868,33.8493575918275,0.832489049949341,3.54120729870958,0.0869698464165479
"20",2023-03-07,"PLA/PHA","N1",132.475336464055,9.01999241553057,81.4190177609711,7.98787814165109,0.00862605339992348,0.000846287087425339,51.0563187030843,1.43298294874753,30.6030520272588,0.71649147437378,3.04024050244496,0.0746375490066943
"21",2023-03-08,"NONE","N0",28.9607274350043,2.10859558024395,0,0,NA,NA,28.9607274350043,2.10859558024395,NA,NA,NA,NA
"22",2023-03-08,"NONE","N1",28.9997561308121,1.07894161975714,0,0,NA,NA,28.9997561308121,1.07894161975714,NA,NA,NA,NA
"23",2023-03-08,"LDPE","N0",29.6694352527411,1.89281578527555,0.586598006415281,0.521164928129735,3.40502923491229e-05,3.02520942295258e-05,29.0828372463259,1.58664096972194,0.122109811321519,0.793320484860967,0.0129117129660428,0.081515198320359
"24",2023-03-08,"LDPE","N1",29.7449711678218,2.67080468925641,0.557159400242814,0.467426480273414,3.2341467676075e-05,2.71327350774589e-05,29.187811767579,2.98096799753277,0.188055636766877,1.49048399876639,0.0464593110245843,0.163993114660331
"25",2023-03-08,"PBS","N0",62.6860479407949,0.963006655298882,20.5745462606668,0.572862819892705,0.00183920258587605,5.12094296685992e-05,42.1115016801281,1.39323221513912,13.1507742451238,0.696616107569559,1.3731697400455,0.0731104300319402
"26",2023-03-08,"PBS","N1",60.9435960903496,3.52869157996124,18.6419700953476,0.955461390770636,0.00166644547932189,8.54107321904584e-05,42.301625995002,4.32496157416434,13.3018698641899,2.16248078708216,1.34740547125152,0.238620081364972
"27",2023-03-08,"PLA","N0",30.072156937465,1.19326922773217,0.0791997332097731,0.0596234119046977,7.91316799650032e-06,5.95721798300438e-06,29.9929572042553,1.21822662250485,1.03222976925099,0.609113311252423,0.109932314079123,0.0629120881488871
"28",2023-03-08,"PLA","N1",32.16845142109,2.54625170424646,0.0206426388394407,0.0412852776788813,2.06249014242158e-06,4.12498028484316e-06,32.1478087822506,2.55319542772371,3.14805265143844,1.27659771386184,0.331469341692726,0.131988772274765
"29",2023-03-08,"PLA/PHA","N0",174.460427800769,5.59041054458543,102.457040247405,3.36845817044963,0.0108549565528643,0.00035687608193716,72.0033875533638,2.89979833161463,43.0426601183595,1.44989916580732,4.47604863919786,0.149710647707887
"30",2023-03-08,"PLA/PHA","N1",193.074809770277,9.8051864749027,119.183811062771,8.67267667816852,0.0126270980282776,0.00091883904035517,73.8909987075057,1.33774190526763,44.8912425766936,0.668870952633819,4.71206033264413,0.0742567720258958
"31",2023-03-09,"NONE","N0",37.0259453412431,2.55647098375578,0,0,NA,NA,37.0259453412431,2.55647098375578,NA,NA,NA,NA
"32",2023-03-09,"NONE","N1",36.5719470808869,1.19235633890926,0,0,NA,NA,36.5719470808869,1.19235633890926,NA,NA,NA,NA
"33",2023-03-09,"LDPE","N0",37.9809241133259,2.39010348725192,0.618265928803138,0.537851954561641,3.58885222844501e-05,3.12207271301322e-05,37.3626581845228,2.08370048390392,0.336712843279646,1.04185024195196,0.0395201734506783,0.11230140841195
"34",2023-03-09,"LDPE","N1",37.8276971920758,3.04410690713282,0.963954745009321,0.809027970629727,5.59547433164216e-05,4.69616988419452e-05,36.8637424470665,3.56992181715796,0.291795366179644,1.78496090857899,0.0601594052373092,0.202875699133604
"35",2023-03-09,"PBS","N0",74.8795413619109,0.895697543636643,23.178146592105,0.541062517409194,0.00207194397426445,4.83667327838991e-05,51.7013947698059,1.22965401033821,14.6754494285628,0.614827005169119,1.56221301217577,0.0630068492599171
"36",2023-03-09,"PBS","N1",73.265521425899,4.25904560160065,21.1905260339137,1.37663663301623,0.00189426633199467,0.000123060485668913,52.0749953919852,5.56067259835257,15.5030483110984,2.78033629917628,1.63809788265812,0.320498049436037
"37",2023-03-09,"PLA","N0",38.2234977941401,1.69607943142197,0.11045847204286,0.0811027475623066,1.10363559381792e-05,8.10330591314538e-06,38.1130393220972,1.75123178898372,1.08709398085415,0.875615894491863,0.116734884355707,0.0962265468003772
"38",2023-03-09,"PLA","N1",40.3800427567816,3.3086394248836,0.0206426388394407,0.0412852776788813,2.06249014242158e-06,4.12498028484316e-06,40.3594001179421,3.31368878614123,3.78745303705527,1.65684439307063,0.415909946774208,0.182229284040537
"39",2023-03-09,"PLA/PHA","N0",208.083242960756,6.46303668784993,119.420011424276,3.22928075143095,0.0126521226108316,0.000342130732735801,88.6632315364799,4.77604448035598,51.6372861952368,2.38802224017799,5.5416895402613,0.266055973270376
"40",2023-03-09,"PLA/PHA","N1",246.16841278985,9.73496950276719,152.389407719628,8.85983121477722,0.0161451120969227,0.000938667393376626,93.7790050702226,0.92305436999463,57.2070579893357,0.461527184997302,6.33851369255584,0.0550436094763243
"41",2023-03-10,"NONE","N0",45.3818879573021,2.78955678935019,0,0,NA,NA,45.3818879573021,2.78955678935019,NA,NA,NA,NA
"42",2023-03-10,"NONE","N1",44.3214787042408,1.28452743530199,0,0,NA,NA,44.3214787042408,1.28452743530199,NA,NA,NA,NA
"43",2023-03-10,"LDPE","N0",46.6365961044548,2.38940383383643,0.809260810686832,0.604507993195953,4.69752145237722e-05,3.50899145080484e-05,45.827335293768,2.15805749190044,0.445447336465915,1.07902874595022,0.0525330073321957,0.116921850003051
"44",2023-03-10,"LDPE","N1",46.1214848704044,3.3499841630091,1.17932446083713,1.19087223260803,6.84563231153356e-05,6.91266373688441e-05,44.9421604095672,3.8611852484521,0.620681705326454,1.93059262422604,0.102598917085443,0.221564629196048
"45",2023-03-10,"PBS","N0",87.4776015626249,1.44401151706764,24.8160398281773,0.474217202723833,0.00221835874506948,4.23912874902078e-05,62.6615617344476,1.73351233380887,17.2796737771455,0.866756166904433,1.87387436125896,0.096028209736928
"46",2023-03-10,"PBS","N1",85.1905385686831,4.81246065817957,23.053256365249,1.04018946733015,0.00206077977043346,9.2984755720815e-05,62.1372822034342,5.80823427809058,17.8158034991934,2.90411713904528,1.93653594324043,0.335940056735861
"47",2023-03-10,"PLA","N0",46.7230877020855,2.25249052755184,0.117090576909213,0.0934684985457707,1.1698996553885e-05,9.33881847069226e-06,46.6059971251762,2.31525134254152,1.22410916787415,1.15762567127077,0.133132218961223,0.130168955426983
"48",2023-03-10,"PLA","N1",48.7421784773039,4.06556135033291,0.0901058031654608,0.110271859492337,9.00283787597275e-06,1.10177107180162e-05,48.6520726741385,4.12611301815498,4.3305939698977,2.06305650907748,0.485996883538957,0.234603504986415
